Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize
Feb,4,Thursday,Mazda,Urban,Monday,Feb,5,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,4255,8,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,52821.2166148395
Feb,3,Monday,Honda,Urban,Thursday,Nov,3,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4257,7,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,4341.83648849911
Jan,2,Sunday,Chevrolet,Rural,Tuesday,Jan,2,Male,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4258,15,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,2107.47365345023
Sep,4,Wednesday,Honda,Urban,Monday,Sep,4,Male,Married,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4259,16,400,4,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,6250.92954822149
Sep,4,Saturday,Honda,Urban,Monday,Sep,4,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4260,4,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,23127.9833688747
Sep,4,Saturday,Mazda,Urban,Thursday,Oct,3,Male,Married,42,Policy Holder,Sport - Collision,Sport,more than 69000,0,4261,10,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,89129.7551883813
Jan,5,Monday,Mazda,Rural,Thursday,Feb,3,Female,Married,31,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,4262,5,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,52880.4423964799
Nov,4,Friday,Toyota,Urban,Friday,Nov,4,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4263,15,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1033.73498600383
Aug,3,Monday,Pontiac,Urban,Monday,Aug,3,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4265,6,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1994,Collision,5271.52616106335
Aug,3,Friday,Mazda,Urban,Tuesday,Aug,4,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4266,15,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,2431.33736738286
Jun,1,Sunday,Mazda,Urban,Tuesday,Jun,3,Male,Single,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,4267,8,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,53613.8582383993
Aug,1,Monday,Mazda,Urban,Friday,Aug,2,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,4268,14,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,33506.9634405986
Nov,4,Tuesday,Pontiac,Urban,Wednesday,Nov,4,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4270,14,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,1921.38341555477
Nov,4,Wednesday,Toyota,Rural,Thursday,Nov,4,Female,Single,45,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4272,13,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,593.47262130555
Aug,3,Monday,Pontiac,Urban,Tuesday,Aug,4,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4274,11,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,5092.76379064327
Nov,2,Sunday,Toyota,Urban,Monday,Nov,3,Male,Single,23,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,4275,12,400,2,more than 30,more than 30,1,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,4372.36136950687
Jul,4,Sunday,Pontiac,Urban,Tuesday,Jul,4,Male,Single,21,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4277,16,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,All Perils,5069.8291269946
Jul,1,Sunday,Accura,Urban,Tuesday,Jul,1,Male,Single,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4279,4,700,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,29481.2418550745
Apr,4,Saturday,Honda,Urban,Monday,Apr,4,Female,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4280,5,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,4797.10397689127
May,3,Friday,Honda,Urban,Thursday,Jun,1,Male,Single,16,Third Party,Sport - Collision,Sport,more than 69000,0,4283,7,400,2,more than 30,more than 30,none,3 years,18 to 20,No,No,External,none,no change,1 vehicle,1994,Collision,54863.3103859151
May,3,Friday,Honda,Urban,Wednesday,May,4,Male,Married,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4284,5,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,33554.4077569631
Jun,2,Monday,Honda,Urban,Tuesday,Jun,3,Male,Married,51,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4286,2,400,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,23013.2710462475
Jun,3,Monday,Mazda,Urban,Tuesday,Jun,4,Male,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4287,14,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,4985.99450574818
Jul,2,Wednesday,Chevrolet,Urban,Thursday,Jul,3,Female,Single,48,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,4289,2,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,88903.2531448106
Jul,5,Sunday,Honda,Rural,Tuesday,Aug,1,Male,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,4290,4,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,Internal,1 to 2,no change,1 vehicle,1994,Liability,1339.74361289109
Aug,3,Sunday,Mazda,Rural,Monday,Aug,5,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,4291,11,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,8443.0720462657
Aug,5,Monday,Toyota,Urban,Thursday,Oct,3,Male,Married,60,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4293,6,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision,4386.40795675721
Sep,2,Saturday,Pontiac,Urban,Monday,Sep,2,Male,Single,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4295,13,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,18537.2692696265
Sep,3,Monday,Pontiac,Urban,Tuesday,Sep,3,Male,Single,48,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,4297,1,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,1551.07772850439
Sep,4,Tuesday,Honda,Urban,Thursday,Oct,4,Male,Married,43,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4298,16,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,4873.60525408356
Oct,1,Wednesday,Honda,Urban,Monday,Oct,2,Male,Single,20,Policy Holder,Sport - Collision,Sport,more than 69000,0,4299,10,400,3,more than 30,more than 30,none,3 years,21 to 25,No,No,External,none,no change,1 vehicle,1994,Collision,57166.7609536884
Oct,2,Tuesday,Toyota,Urban,Friday,Oct,3,Female,Married,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4300,5,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,1174.84845483319
Nov,1,Friday,Pontiac,Urban,Monday,Nov,2,Female,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4302,10,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,3388.13938331317
Nov,2,Thursday,Pontiac,Urban,Friday,Nov,2,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,4305,3,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision,59551.8920478471
Jun,1,Monday,Saab,Urban,Tuesday,Jun,2,Male,Married,45,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,4306,2,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,3 to 4,1994,All Perils,2054.21656924245
Dec,2,Monday,Pontiac,Urban,Wednesday,Dec,3,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4307,5,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability,8582.84635506423
Jun,1,Monday,Pontiac,Urban,Monday,Jun,2,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,4309,11,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,1100.78824449883
Apr,3,Wednesday,Toyota,Urban,Friday,Apr,4,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4310,1,700,1,more than 30,more than 30,none,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,1441.26137489564
Apr,3,Tuesday,Pontiac,Urban,Tuesday,Apr,3,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4311,7,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,25524.8464121795
Apr,4,Thursday,Accura,Urban,Wednesday,May,1,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4312,3,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,3818.81238393217
May,2,Thursday,Honda,Urban,Monday,May,3,Male,Single,39,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,4314,16,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,70337.2117885373
May,5,Wednesday,Honda,Urban,Thursday,Jun,2,Female,Married,38,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4316,5,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,3137.38510355889
Jul,4,Friday,Ford,Urban,Friday,Jul,4,Male,Married,54,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,4319,11,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,30389.5957101294
Jul,4,Sunday,Toyota,Urban,Tuesday,Aug,1,Male,Married,37,Third Party,Sedan - Liability,Sport,30000 to 39000,0,4320,9,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,Internal,more than 5,no change,1 vehicle,1994,Liability,60942.271246091
Jul,4,Wednesday,Chevrolet,Urban,Thursday,Jul,4,Male,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4321,8,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,4394.59481677501
Jul,4,Wednesday,Toyota,Urban,Friday,Jul,5,Male,Married,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4322,10,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,3324.47278174832
Jul,5,Sunday,Honda,Urban,Friday,Aug,1,Female,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4323,10,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,8811.99375198635
Aug,5,Monday,Honda,Urban,Tuesday,Sep,2,Male,Married,44,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,4325,11,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,68328.6881330585
Nov,3,Sunday,Pontiac,Urban,Monday,Nov,3,Male,Married,57,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,4326,6,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils,7210.60058517666
Nov,3,Monday,Mazda,Urban,Monday,Nov,4,Male,Married,60,Policy Holder,Sedan - Liability,Sport,more than 69000,0,4327,15,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1994,Liability,50211.569710764
Nov,3,Monday,Chevrolet,Urban,Friday,Nov,4,Male,Single,23,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4328,9,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,All Perils,7523.30886876192
Dec,1,Friday,Toyota,Urban,Friday,Dec,1,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4329,16,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,47636.244214574
Nov,4,Tuesday,Pontiac,Urban,Wednesday,Nov,4,Male,Single,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4330,10,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,6064.4201510881
Nov,3,Sunday,Pontiac,Urban,Monday,Nov,3,Male,Single,23,Third Party,Sedan - Liability,Sport,20000 to 29000,0,4331,14,400,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Liability,3909.12091457426
Sep,3,Sunday,Mazda,Urban,Friday,Sep,4,Male,Single,34,Policy Holder,Sport - Collision,Sport,more than 69000,0,4333,16,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,51406.0007404176
Jun,1,Monday,Toyota,Urban,Tuesday,Jun,2,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,4335,14,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,1211.62367284047
Aug,3,Friday,Honda,Urban,Tuesday,Aug,4,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4336,14,500,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,2 to 3 years,1 vehicle,1994,All Perils,6152.21942549079
Jul,5,Monday,Pontiac,Urban,Friday,Dec,1,Male,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4337,12,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,12364.8662889601
Jun,2,Tuesday,Pontiac,Urban,Wednesday,Jun,2,Male,Married,61,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,4338,3,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,9688.48870126938
Jul,4,Saturday,Chevrolet,Rural,Monday,Jul,4,Male,Married,46,Third Party,Sedan - Liability,Sport,20000 to 29000,0,4339,8,400,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,Internal,1 to 2,no change,1 vehicle,1994,Liability,11148.3076501448
Jun,1,Sunday,Toyota,Urban,Tuesday,Jun,2,Male,Married,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4341,3,700,2,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability,2551.94794155165
May,5,Sunday,Honda,Urban,Tuesday,Jun,1,Male,Single,25,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4343,13,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,4607.06428308629
May,4,Monday,Pontiac,Urban,Wednesday,Jun,3,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,4344,8,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,3597.69522420928
May,3,Monday,Chevrolet,Urban,Monday,May,3,Male,Single,33,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,4345,5,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,58488.9243920724
May,1,Tuesday,Mercury,Urban,Thursday,May,1,Male,Married,62,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4346,3,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability,4069.24442675383
Mar,5,Friday,Pontiac,Urban,Tuesday,May,4,Male,Single,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4347,5,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,3 to 4,1994,All Perils,8944.86074031039
Dec,2,Tuesday,Pontiac,Urban,Friday,Dec,3,Female,Married,42,Policy Holder,Sedan - Liability,Sport,less than 20000,0,4349,8,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,36930.7346648135
Nov,5,Monday,Mazda,Urban,Monday,Nov,5,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4351,15,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,6056.57403040739
Nov,4,Friday,Toyota,Urban,Tuesday,Nov,5,Male,Married,42,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4353,13,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,3693.58825514035
Nov,4,Thursday,Toyota,Urban,Thursday,Nov,4,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4354,5,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,4826.52741553631
Nov,4,Thursday,Pontiac,Urban,Thursday,Nov,4,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4355,6,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1994,Collision,2645.2876717925
Jun,2,Tuesday,Honda,Urban,Wednesday,Jun,4,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,4356,6,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,12019.2441333858
Nov,2,Thursday,Honda,Urban,Friday,Nov,2,Male,Married,56,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4357,10,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability,3200.67187534956
Nov,1,Friday,Mazda,Urban,Monday,Nov,2,Male,Married,47,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,4358,1,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,27997.7320686876
Nov,1,Tuesday,Pontiac,Rural,Thursday,Nov,4,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,4359,11,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,65677.7615265717
Jun,2,Wednesday,Toyota,Urban,Thursday,Jun,3,Female,Single,24,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4360,16,400,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision,1158.59636728935
Jun,2,Wednesday,Toyota,Rural,Monday,Jun,2,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,4361,7,400,2,more than 30,more than 30,none,7 years,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,4392.87695719917
Oct,2,Tuesday,Toyota,Urban,Monday,Oct,3,Male,Single,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4362,3,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,4681.77199924322
Oct,1,Thursday,Mazda,Urban,Monday,Oct,2,Female,Single,60,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,4365,6,400,3,15 to 30,15 to 30,1,6 years,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision,12851.7645159135
Sep,3,Tuesday,Mazda,Urban,Sunday,Sep,4,Male,Single,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,4366,15,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1994,Liability,1276.62824411405
Sep,4,Thursday,Toyota,Urban,Monday,Sep,4,Male,Married,62,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,4367,8,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,1932.72898497085
